ProductKey,ProductName,BrandKey,Subcategory,Category
633,WWI Projector 1080p LCD86 Silver,11,Projectors & Screens,Computers
1280,Contoso General Soft Carrying Case E318 Silver,3,Cameras & Camcorders Accessories,Cameras and camcorders
2164,Fabrikam Coffee Maker Super-Auto 12C X125 Black,4,Coffee Machines,Home Appliances
157,"Adventure Works 37"" 1080p LCD HDTV M150W Silver",2,Televisions,TV and Video
139,"Adventure Works 32"" LCD HDTV M130 White",2,Televisions,TV and Video
172,SV 22xDVD X680 Black,8,VCD & DVD,TV and Video
1877,Contoso Washer & Dryer 27in L270 Blue,3,Washers & Dryers,Home Appliances
999,A. Datum Full Frame Digital Camera X300 Silver,1,Digital Cameras,Cameras and camcorders
1101,"Contoso SLR Camera 35"" X358 Blue",3,Digital SLR Cameras,Cameras and camcorders
800,Contoso Lens cap E80 White,3,Computers Accessories,Computers
2247,WWI Floor Lamp M215 Silver,11,Lamps,Home Appliances
159,"Adventure Works 37"" 1080p LCD HDTV M150W White",2,Televisions,TV and Video
2140,Adventure Works Coffee Maker Super-Auto 12C X125 Black,2,Coffee Machines,Home Appliances
1837,Litware Washer & Dryer 27in L420 Blue,5,Washers & Dryers,Home Appliances
1925,Fabrikam Refrigerator 3.2CuFt E1600 Blue,4,Refrigerators,Home Appliances
1442,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold",10,Touch Screen Phones,Cell phones
158,"Adventure Works 37"" 1080p LCD HDTV M150W Black",2,Televisions,TV and Video
61,WWI 2GB Spy Video Recorder Pen M300 Black,11,Recording Pen,Audio
714,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White",7,"Printers, Scanners & Fax",Computers
2513,Contoso Bluetooth Active Headphones L15 Red,3,Cell phones Accessories,Cell phones
29,Contoso 32GB Video MP3 Player M3200 White,3,MP4&MP3,Audio
545,Proseware Screen 125in X1609 Black,7,Projectors & Screens,Computers
576,Contoso Projector 1080p X981 Black,3,Projectors & Screens,Computers
740,Proseware High-Performance Business-Class Laser Fax X200 Green,7,"Printers, Scanners & Fax",Computers
894,SV Rechargeable Bluetooth Notebook Mouse E80 Grey,8,Computers Accessories,Computers
1812,MGS Flight Simulator 2009 E168,9,Download Games,Games and Toys
2404,Proseware Air conditioner 25000BTU L167 Grey,7,Air Conditioners,Home Appliances
1068,A. Datum SLR Camera X141 Blue,1,Digital SLR Cameras,Cameras and camcorders
25,Contoso 16GB Mp5 Player M1600 Black,3,MP4&MP3,Audio
966,A. Datum Consumer Digital Camera M300 Grey,1,Digital Cameras,Cameras and camcorders
1570,The Phone Company PDA Palm 4.7 inch L850 White,10,Smart phones & PDAs,Cell phones
910,SV 80GB USB2.0 Portable Hard Disk E500 Yellow,8,Computers Accessories,Computers
304,SV Car Video LCD7W M7082 Black,8,Car Video,TV and Video
852,Contoso Laptop Keyboard X105 Brown,3,Computers Accessories,Computers
28,Contoso 16GB Mp5 Player M1600 Red,3,MP4&MP3,Audio
1681,MGS Hand Games men M300 Silver,9,Boxed Games,Games and Toys
1371,Contoso Digital Cordless Expansion Handset Phone M900 White,3,Home & Office Phones,Cell phones
1459,Contoso Touch Screen Phones 5-Wire/Built-in M500 Black,3,Touch Screen Phones,Cell phones
1915,Fabrikam Refrigerator 24.7CuFt X9800 Green,4,Refrigerators,Home Appliances
1935,Fabrikam Refrigerator 9.7CuFt M5600 Orange,4,Refrigerators,Home Appliances
628,WWI Screen 125in M1611 White,11,Projectors & Screens,Computers
918,SV 500GB USB 2.0 Portable External Hard Drive X405 Black,8,Computers Accessories,Computers
2073,Contoso Microwave 1.5CuFt X0110 Red,3,Microwaves,Home Appliances
2481,Litware 18'' Oscillating Pedestal Fan M135 Yellow,5,Fans,Home Appliances
1169,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White,4,Camcorders,Cameras and camcorders
450,WWI Desktop PC2.33 X2330 Brown,11,Desktops,Computers
1903,Fabrikam Refrigerator 24.7CuFt X9800 Brown,4,Refrigerators,Home Appliances
2170,Fabrikam Coffee Maker Super-Auto 12C X125 Silver,4,Coffee Machines,Home Appliances
188,SV 16xDVD M350 Silver,8,VCD & DVD,TV and Video
1065,"A. Datum SLR Camera 35"" X358 Pink",1,Digital SLR Cameras,Cameras and camcorders
915,SV 500GB USB 2.0 Portable External Hard Drive X405 Pink,8,Computers Accessories,Computers
2033,Litware Microwave 1.6CuFt M125 Grey,5,Microwaves,Home Appliances
2423,Litware Tower Fan E501 Black,5,Fans,Home Appliances
26,Contoso 16GB Mp5 Player M1600 Green,3,MP4&MP3,Audio
705,Proseware Fax Phone E100 White,7,"Printers, Scanners & Fax",Computers
639,WWI Screen 125in M1611 Silver,11,Projectors & Screens,Computers
760,Contoso Reserve Pen - Tablet Pen E200 Black,3,Computers Accessories,Computers
2152,Adventure Works Coffee Maker Super-Auto 12C X125 White,2,Coffee Machines,Home Appliances
891,SV Rechargeable Bluetooth Notebook Mouse E80 Silver,8,Computers Accessories,Computers
1892,Contoso Washer & Dryer 27in L270 Pink,3,Washers & Dryers,Home Appliances
770,Contoso ADSL Modem Splitter/Filter X 3 E300 Black,3,Computers Accessories,Computers
1872,Contoso Washer & Dryer 27in L270 Silver,3,Washers & Dryers,Home Appliances
1616,Contoso DVD Player M100 Black,3,Movie DVD,"Music, Movies and Audio Books"
623,WWI Projector 1080p DLP86 White,11,Projectors & Screens,Computers
416,Adventure Works Desktop PC2.33 XD233 Silver,2,Desktops,Computers
1669,MGS Hand Games men M300 Black,9,Boxed Games,Games and Toys
961,A. Datum Ultra Compact Digital Camera M190 Grey,1,Digital Cameras,Cameras and camcorders
795,Contoso Reserve Pen - Tablet Pen E200 White,3,Computers Accessories,Computers
912,SV 160GB USB2.0 Portable Hard Disk M65 Black,8,Computers Accessories,Computers
1575,SV DVD Player M140 Gold,8,Movie DVD,"Music, Movies and Audio Books"
137,"Adventure Works 32"" LCD HDTV M130 Silver",2,Televisions,TV and Video
1279,Contoso General Soft Carrying Case E318 Black,3,Cameras & Camcorders Accessories,Cameras and camcorders
2013,Fabrikam Microwave 1.5CuFt X1100 Blue,4,Microwaves,Home Appliances
462,Proseware LCD24W X300 Black,7,Monitors,Computers
838,Contoso USB Optical Mouse E200 Gold,3,Computers Accessories,Computers
1726,MGS Zoo Tycoon 2 E108,9,Download Games,Games and Toys
1399,Contoso 4-Line Corded Cordless Telephone M203 Grey,3,Home & Office Phones,Cell phones
2406,Proseware Air conditioner 10000BTU M490 Grey,7,Air Conditioners,Home Appliances
428,Adventure Works Desktop PC2.33 XD233 Brown,2,Desktops,Computers
2479,Litware 17'' Oscillating Pedestal Fan M125 White,5,Fans,Home Appliances
1333,Contoso 4-Line Corded Cordless Telephone M203 Black,3,Home & Office Phones,Cell phones
1134,Fabrikam SLR Camera M149 Blue,4,Digital SLR Cameras,Cameras and camcorders
1431,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey,10,Touch Screen Phones,Cell phones
2383,Proseware Air conditioner 25000BTU L167 White,7,Air Conditioners,Home Appliances
422,Adventure Works Desktop PC2.33 XD233 Black,2,Desktops,Computers
1511,The Phone Company Microsoft Windows Mobile M200 Gold,10,Smart phones & PDAs,Cell phones
1294,Contoso Telephoto Conversion Lens X400 White,3,Cameras & Camcorders Accessories,Cameras and camcorders
2384,Proseware Air conditioner 12000BTU M640 White,7,Air Conditioners,Home Appliances
1263,Contoso Rechargeable Battery Pack E310 Silver,3,Cameras & Camcorders Accessories,Cameras and camcorders
945,A. Datum Rangefinder Digital Camera X200 Black,1,Digital Cameras,Cameras and camcorders
2146,Adventure Works Coffee Maker Super-Auto 12C X125 Silver,2,Coffee Machines,Home Appliances
1565,The Phone Company PDA Handheld 3.5 inch M610 White,10,Smart phones & PDAs,Cell phones
41,Contoso 16GB New Generation MP5 Player M1650 Silver,3,MP4&MP3,Audio
2158,Adventure Works Coffee Maker Super-Auto 12C X125 Grey,2,Coffee Machines,Home Appliances
1879,Contoso Washer & Dryer 24in M240 Blue,3,Washers & Dryers,Home Appliances
1538,The Phone Company PDA Wifi 3.5-inch M200 Silver,10,Smart phones & PDAs,Cell phones
438,WWI Desktop PC2.33 X2330 Silver,11,Desktops,Computers
1897,Fabrikam Refrigerator 24.7CuFt X9800 White,4,Refrigerators,Home Appliances
1867,Contoso Washer & Dryer 27in L270 White,3,Washers & Dryers,Home Appliances
1693,SV Hand Games men M30 Black,8,Boxed Games,Games and Toys
1573,SV DVD Player M120 White,8,Movie DVD,"Music, Movies and Audio Books"
1335,Contoso Expandable 2-Handset Cordless Phone System M205 Black,3,Home & Office Phones,Cell phones
1366,Contoso 4-Line Corded Cordless Telephone M203 White,3,Home & Office Phones,Cell phones
2498,Contoso Phone Tough Skin Case E140 Black,3,Cell phones Accessories,Cell phones
569,Proseware Screen 125in X1609 Silver,7,Projectors & Screens,Computers
45,Contoso 16GB New Generation MP5 Player M1650 Pink,3,MP4&MP3,Audio
1448,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,10,Touch Screen Phones,Cell phones
2431,"Litware 16"" White Oscillating Stand Fan E701 White",5,Fans,Home Appliances
214,Litware Home Theater System 4.1 Channel M411 Silver,5,Home Theater System,TV and Video
1995,Fabrikam Microwave 1.5CuFt X1100 Grey,4,Microwaves,Home Appliances
617,WWI Screen 125in M1611 Black,11,Projectors & Screens,Computers
1556,The Phone Company PDA Wifi 3.5-inch M200 White,10,Smart phones & PDAs,Cell phones
1548,The Phone Company PDA Handheld 3.7 inch M630 Silver,10,Smart phones & PDAs,Cell phones
108,WWI Stereo Bluetooth Headphones New Generation M370 Yellow,11,Bluetooth Headphones,Audio
1414,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Black,10,Touch Screen Phones,Cell phones
42,Contoso 16GB New Generation MP5 Player M1650 White,3,MP4&MP3,Audio
529,WWI LCD24W X300 White,11,Monitors,Computers
2512,Contoso Bluetooth Active Headphones L15 Black,3,Cell phones Accessories,Cell phones
1617,Contoso DVD Player M110 Silver,3,Movie DVD,"Music, Movies and Audio Books"
1027,A. Datum Full Frame Digital Camera X300 Green,1,Digital Cameras,Cameras and camcorders
1060,A. Datum SLR Camera X139 Gold,1,Digital SLR Cameras,Cameras and camcorders
24,Contoso 16GB Mp5 Player M1600 Blue,3,MP4&MP3,Audio
2480,Litware 18'' Oscillating Pedestal Fan M135 Pink,5,Fans,Home Appliances
2460,Litware 180 CFM Vertical Discharge Fan X450 Black,5,Fans,Home Appliances
2482,Litware 18'' Oscillating Pedestal Fan M135 Blue,5,Fans,Home Appliances
1501,The Phone Company Microsoft Windows Mobile M200 Pink,10,Smart phones & PDAs,Cell phones
27,Contoso 16GB Mp5 Player M1600 White,3,MP4&MP3,Audio
43,Contoso 16GB New Generation MP5 Player M1650 Black,3,MP4&MP3,Audio
805,Contoso ADSL Modem Splitter/Filter X 3 E300 White,3,Computers Accessories,Computers
1093,"Contoso SLR Camera 35"" X358 Gold",3,Digital SLR Cameras,Cameras and camcorders
1476,The Phone Company Smart phones -320 x 320 M86 Black,10,Smart phones & PDAs,Cell phones
1705,SV Hand Games men M30 Silver,8,Boxed Games,Games and Toys
461,Proseware LCD24 X300 Black,7,Monitors,Computers
1675,MGS Hand Games men M300 Red,9,Boxed Games,Games and Toys
82,NT Wireless Bluetooth Stereo Headphones E302 Pink,6,Bluetooth Headphones,Audio
1800,MGS MechCollection2009 E156,9,Download Games,Games and Toys
1909,Fabrikam Refrigerator 24.7CuFt X9800 Silver,4,Refrigerators,Home Appliances
1291,Contoso Macro Zoom Lens X300 White,3,Cameras & Camcorders Accessories,Cameras and camcorders
146,"Adventure Works 52"" LCD HDTV X590 Black",2,Televisions,TV and Video
1264,Contoso Rechargeable Battery Pack E310 Black,3,Cameras & Camcorders Accessories,Cameras and camcorders
145,"Adventure Works 52"" LCD HDTV X590 Silver",2,Televisions,TV and Video
1374,Contoso Phone with Memory Dialing-2 lines E90 White,3,Home & Office Phones,Cell phones
1240,Fabrikam Business Videographer 1/2'' 3mm M500 White,4,Camcorders,Cameras and camcorders
1401,Contoso Expandable 2-Handset Cordless Phone System M205 Grey,3,Home & Office Phones,Cell phones
1933,Fabrikam Refrigerator 24.7CuFt X9800 Orange,4,Refrigerators,Home Appliances
1956,Litware Refrigerator 1.7CuFt E120 Silver,5,Refrigerators,Home Appliances
2055,Contoso Microwave 1.5CuFt X0110 White,3,Microwaves,Home Appliances
1292,Contoso Macro Zoom Lens X300 Black,3,Cameras & Camcorders Accessories,Cameras and camcorders
1983,Fabrikam Microwave 1.5CuFt X1100 White,4,Microwaves,Home Appliances
1620,Contoso DVD Player M140 Gold,3,Movie DVD,"Music, Movies and Audio Books"
1278,Contoso General Soft Carrying Case E318 Blue,3,Cameras & Camcorders Accessories,Cameras and camcorders
1295,Contoso Telephoto Conversion Lens X400 Black,3,Cameras & Camcorders Accessories,Cameras and camcorders
230,Litware Home Theater System 4.1 Channel M411 Brown,5,Home Theater System,TV and Video
100,WWI Wireless Bluetooth Stereo Headphones M170 White,11,Bluetooth Headphones,Audio
841,Contoso Reserve Pen - Tablet Pen E200 Gold,3,Computers Accessories,Computers
1413,The Phone Company Touch Screen Phones SAW/Built-in M801 Black,10,Touch Screen Phones,Cell phones
233,Litware Home Theater System 5.1 Channel M512 Brown,5,Home Theater System,TV and Video
2500,Contoso Phone Tough Skin Case E140 Silver,3,Cell phones Accessories,Cell phones
659,Proseware Laser Fax Printer M250 Black,7,"Printers, Scanners & Fax",Computers
1827,Litware Washer & Dryer 27in L420 White,5,Washers & Dryers,Home Appliances
1921,Fabrikam Refrigerator 24.7CuFt X9800 Blue,4,Refrigerators,Home Appliances
1032,A. Datum All in One Digital Camera M200 Azure,1,Digital Cameras,Cameras and camcorders
1572,SV DVD Player M110 Silver,8,Movie DVD,"Music, Movies and Audio Books"
1496,The Phone Company Smart phones 320 x 320 M86 White,10,Smart phones & PDAs,Cell phones
2023,Litware Microwave 0.9CuFt E090 White,5,Microwaves,Home Appliances
109,WWI Stereo Bluetooth Headphones New Generation M370 Orange,11,Bluetooth Headphones,Audio
1574,SV DVD Player M130 Grey,8,Movie DVD,"Music, Movies and Audio Books"
1451,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold,10,Touch Screen Phones,Cell phones
647,Proseware Fax phone E100 Black,7,"Printers, Scanners & Fax",Computers
1536,The Phone Company PDA GPS Phone 3.7 inch M930 Black,10,Smart phones & PDAs,Cell phones
1315,Contoso Conversion Lens M550 Pink,3,Cameras & Camcorders Accessories,Cameras and camcorders
455,WWI Desktop PC2.33 X2330 White,11,Desktops,Computers
1975,Litware Refrigerator L1200 Orange,5,Refrigerators,Home Appliances
2501,Contoso Phone Tough Skin Case E140 Pink,3,Cell phones Accessories,Cell phones
600,Contoso Projector 1080p X981 Silver,3,Projectors & Screens,Computers
1619,Contoso DVD Player M130 Grey,3,Movie DVD,"Music, Movies and Audio Books"
2426,Litware Tower Fan E501 Silver,5,Fans,Home Appliances
2461,Litware 180 CFM Vertical Discharge Fan X450 White,5,Fans,Home Appliances
106,WWI Stereo Bluetooth Headphones New Generation M370 Black,11,Bluetooth Headphones,Audio
376,Adventure Works Laptop12 M1201 Silver,2,Laptops,Computers
1842,Litware Washer & Dryer 27in L420 Green,5,Washers & Dryers,Home Appliances
886,Contoso Bluetooth Notebook Mouse X305 Grey,3,Computers Accessories,Computers
1540,The Phone Company PDA Wifi 4.7-inch L290 Silver,10,Smart phones & PDAs,Cell phones
1543,The Phone Company PDA Phone 4.7 inches L360 Silver,10,Smart phones & PDAs,Cell phones
2499,Contoso Phone Tough Skin Case E140 White,3,Cell phones Accessories,Cell phones
503,Adventure Works LCD24 X300 White,2,Monitors,Computers
63,WWI 2GB Spy Video Recorder Pen M300 Blue,11,Recording Pen,Audio
1882,Contoso Washer & Dryer 27in L270 Green,3,Washers & Dryers,Home Appliances
588,Contoso Projector 1080p X981 White,3,Projectors & Screens,Computers
994,A. Datum Consumer Digital Camera M300 Silver,1,Digital Cameras,Cameras and camcorders
2424,Litware Tower Fan E501 White,5,Fans,Home Appliances
204,Litware Home Theater System 7.1 Channel X711 Black,5,Home Theater System,TV and Video
1099,"Contoso SLR Camera 35"" M358 Pink",3,Digital SLR Cameras,Cameras and camcorders
1403,Contoso Expandable1-Handset Cordless Phone System M207 Grey,3,Home & Office Phones,Cell phones
278,Contoso Home Theater System 2.1 Channel M1230 White,3,Home Theater System,TV and Video
281,Contoso Home Theater System 7.1 Channel M1700 Brown,3,Home Theater System,TV and Video
216,Litware Home Theater System 4.1 Channel M413 Silver,5,Home Theater System,TV and Video
276,Contoso Home Theater System 5.1 Channel M1540 White,3,Home Theater System,TV and Video
245,Contoso Home Theater System 5.1 Channel M1510 Black,3,Home Theater System,TV and Video
111,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,11,Bluetooth Headphones,Audio
174,SV 22xDVD M600 Black,8,VCD & DVD,TV and Video
1455,The Phone Company Pen Touch Screen Phones M320 Gold,10,Touch Screen Phones,Cell phones
1351,Contoso 3 Handset Cordless Phone System E30 White,3,Home & Office Phones,Cell phones
1633,Contoso DVD 58 DVD Storage Binder M55 Silver,3,Movie DVD,"Music, Movies and Audio Books"
497,Adventure Works LCD17 E200 Black,2,Monitors,Computers
104,WWI Wireless Bluetooth Stereo Headphones M270 White,11,Bluetooth Headphones,Audio
267,Contoso Home Theater System 2.1 Channel M1210 White,3,Home Theater System,TV and Video
618,WWI Screen 113in M1610 Black,11,Projectors & Screens,Computers
1918,Fabrikam Refrigerator 4.6CuFt E2800 Green,4,Refrigerators,Home Appliances
1447,The Phone Company Touch Screen Phones SAW/Built-in M801 Gold,10,Touch Screen Phones,Cell phones
1141,"Fabrikam SLR Camera 35"" X358 Green",4,Digital SLR Cameras,Cameras and camcorders
479,Proseware LCD20 M200 White,7,Monitors,Computers
112,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,11,Bluetooth Headphones,Audio
205,Litware Home Theater System 5.1 Channel M514 Black,5,Home Theater System,TV and Video
92,NT Wireless Transmitter and Bluetooth Headphones M150 Red,6,Bluetooth Headphones,Audio
1902,Fabrikam Refrigerator 1.7CuFt E1200 White,4,Refrigerators,Home Appliances
2454,Litware Desktop Wind Tower Oscillating Fan E1201 White,5,Fans,Home Appliances
1554,The Phone Company PDA GPS Phone 3.7 inch M930 Silver,10,Smart phones & PDAs,Cell phones
2167,Fabrikam Coffee Maker Auto 5C E090 Black,4,Coffee Machines,Home Appliances
860,Contoso Wireless Notebook Optical Mouse M35 Blue,3,Computers Accessories,Computers
865,Contoso Optical USB Mouse M45 Grey,3,Computers Accessories,Computers
90,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,6,Bluetooth Headphones,Audio
332,SV Car Video AM/FM E1001 Brown,8,Car Video,TV and Video
2450,Litware 92mm DBB Case Fan E1101 Grey,5,Fans,Home Appliances
2154,Adventure Works Coffee Maker 12C M100 White,2,Coffee Machines,Home Appliances
